timestamp,memory_mb,memory_pct,jvm_gc_pause_ms_avg,http_p99_latency_ms,http_5xx_rate,container_restart_count,memory_mb_rolling_zscore,z_anomaly,memory_spike_anomaly,memory_drop_anomaly,memory_mb_ewma_score,ewma_anomaly,if_anomaly,if_score
2026-06-01 00:00:00+00:00,468.1230249404907,22.8575695771724,46.5,55.1,1.19,0,,False,False,False,,False,False,0.19777756616201053
2026-06-01 00:00:30+00:00,316.26609325408936,15.442680334672332,18.8,30.0,1.86,0,,False,False,False,-1.3908381315900664,False,False,0.11077913280216434
2026-06-01 00:01:00+00:00,417.0957117080689,20.36600154824555,57.9,79.1,0.0,0,,False,False,False,-0.5981912359738991,False,False,0.2141295618875939
2026-06-01 00:01:30+00:00,385.7561902999878,18.83575147949159,75.7,30.0,0.01,0,,False,False,False,-1.0662160885913632,False,False,0.18387516639163176
2026-06-01 00:02:00+00:00,391.1629076004028,19.09975134767592,25.4,113.1,0.02,0,,False,False,False,-1.0406611448105356,False,False,0.18664356119019054
2026-06-01 00:02:30+00:00,400.63523960113525,19.562267558649182,49.7,44.2,0.0,0,,False,False,False,-0.9422492137972617,False,False,0.21510765669729526
2026-06-01 00:03:00+00:00,341.9617567062378,16.697351401671767,27.0,30.5,1.43,0,,False,False,False,-1.7047529982550096,False,False,0.14949992023620895
2026-06-01 00:03:30+00:00,403.1925525665283,19.68713635578752,29.4,33.2,0.77,0,,False,False,False,-0.8409968838003519,False,False,0.18186034926399325
2026-06-01 00:04:00+00:00,383.5950984954834,18.73022941872477,17.1,113.8,1.17,0,,False,False,False,-1.140698222136074,False,False,0.15735381563319234
2026-06-01 00:04:30+00:00,524.9237966537476,25.631044758483768,27.0,66.0,0.91,0,2.060479226703652,False,False,False,1.0559740812629803,False,False,0.16957344184343698
2026-06-01 00:05:00+00:00,423.06558322906494,20.657499181106687,53.1,61.5,0.0,0,0.3194645360086827,False,False,False,-0.5728136454362852,False,False,0.21936115059576633
2026-06-01 00:05:30+00:00,405.27059745788574,19.788603391498327,52.3,30.0,0.65,0,0.0034114468117386,False,False,False,-0.8757717293870821,False,False,0.19663594145806373
2026-06-01 00:06:00+00:00,409.1520385742188,19.97812688350677,60.7,57.3,2.0,0,0.0729494860922012,False,False,False,-0.8178719652318815,False,False,0.16926085929580698
2026-06-01 00:06:30+00:00,397.7299585342407,19.420408131554723,46.2,46.5,0.08,0,-0.1440069638590541,False,False,False,-1.015537877266839,False,False,0.20723865806637576
2026-06-01 00:07:00+00:00,386.2826271057129,18.861456401646137,15.6,85.4,0.0,0,-0.3618359903615685,False,False,False,-1.202556358852123,False,False,0.18370695122386893
2026-06-01 00:07:30+00:00,409.916615486145,20.015459740534425,48.0,30.0,0.0,0,0.1276089099101101,False,False,False,-0.786377744165024,False,False,0.21090887020401777
2026-06-01 00:08:00+00:00,440.4908609390259,21.508342819288373,45.7,87.2,2.0,0,0.7514120174977439,False,False,False,-0.23454388423810335,False,False,0.1796623036550754
2026-06-01 00:08:30+00:00,417.86808013916016,20.40371485054493,32.8,30.0,0.0,0,0.2490704263305976,False,False,False,-0.6625651306080604,False,False,0.2058495707184329
2026-06-01 00:09:00+00:00,459.20807552337646,22.422269312664863,33.3,30.0,0.0,0,1.1079226962871525,False,False,False,0.13184856970119685,False,False,0.20670215125400415
2026-06-01 00:09:30+00:00,421.9604091644287,20.60353560373187,26.1,54.5,0.94,0,0.2694965011525247,False,False,False,-0.6062657713105444,False,False,0.1850077050592664
2026-06-01 00:10:00+00:00,430.8097496032715,21.03563230484724,36.4,53.9,0.0,0,0.4586374389919784,False,False,False,-0.4306600248132391,False,False,0.21328230523404113
2026-06-01 00:10:30+00:00,482.94725131988525,23.58140875585377,43.4,30.0,2.0,0,1.539280451903856,False,False,False,0.6465453991673109,False,False,0.16972924285290258
2026-06-01 00:11:00+00:00,450.87320137023926,22.015293035656214,91.4,30.0,1.29,0,0.789608049529502,False,False,False,-0.027906638982102234,False,False,0.13028296132787348
2026-06-01 00:11:30+00:00,417.12054538726807,20.3672141302377,54.1,30.0,2.0,0,0.0245922081378231,False,False,False,-0.7529825828901542,False,False,0.1687444553981699
2026-06-01 00:12:00+00:00,429.16420555114746,20.95528347417712,41.9,67.0,0.65,0,0.2970684686344407,False,False,False,-0.49085223664506555,False,False,0.2039479434741237
2026-06-01 00:12:30+00:00,454.56765842437744,22.195686446502805,21.7,76.8,0.0,0,0.8663295131709026,False,False,False,0.07488586241103846,False,False,0.19975349830532052
2026-06-01 00:13:00+00:00,502.3497543334961,24.52879659831524,32.2,70.5,2.0,0,1.828028933486676,False,False,False,1.1436510218344447,False,False,0.16348667275268924
2026-06-01 00:13:30+00:00,429.9673328399658,20.994498673826456,61.9,59.8,0.12,0,0.194596444672639,False,False,False,-0.504217305000392,False,False,0.2065760233578548
2026-06-01 00:14:00+00:00,432.0181875228882,21.094638062641025,24.7,65.9,0.0,0,0.2373230432137602,False,False,False,-0.45668218801379423,False,False,0.2067753722504692
2026-06-01 00:14:30+00:00,474.7571001052856,23.1814990285784,48.2,34.7,0.0,0,1.1835017805628831,False,False,False,0.547922898560058,False,False,0.21336454679716854
2026-06-01 00:15:00+00:00,412.8376140594482,20.158086623996496,53.1,54.8,0.0,0,-0.2450310675666306,False,False,False,-0.9215315596045479,False,False,0.2166283177983655
2026-06-01 00:15:30+00:00,433.7852487564087,21.180920349434015,15.7,42.4,0.21,0,0.2434238675647965,False,False,False,-0.4174148372763472,False,False,0.17123991206038697
2026-06-01 00:16:00+00:00,474.04660511016846,23.146806890144944,65.9,37.8,0.0,0,1.1607729515351604,False,False,False,0.5636894371089243,False,False,0.20371653281048113
2026-06-01 00:16:30+00:00,464.9956293106079,22.704864712432027,27.0,98.1,0.47,0,0.9200557535702156,False,False,False,0.3393254824021935,False,False,0.18465274232625994
2026-06-01 00:17:00+00:00,449.6834564208984,21.95720002055168,25.6,50.4,0.0,0,0.5458233606257311,False,False,False,-0.04538445442276189,False,False,0.20510319726054482
2026-06-01 00:17:30+00:00,469.9683456420898,22.947673127055168,12.6,78.7,0.07,0,1.0038252092356676,False,False,False,0.4711344788137172,False,False,0.16196152025393928
2026-06-01 00:18:00+00:00,354.14091777801514,17.292037000879645,48.2,30.0,0.0,0,-1.681102178391389,False,False,False,-2.349396411196769,False,False,0.20096622254727636
2026-06-01 00:18:30+00:00,483.5373640060425,23.610222851857543,26.8,42.4,0.89,0,1.2913614913639455,False,False,False,0.8094277995752664,False,False,0.17871722084593605
2026-06-01 00:19:00+00:00,418.28863430023193,20.42424972169101,40.9,34.0,0.0,0,-0.2138288329373448,False,False,False,-0.7919105978688762,False,False,0.2115999388353202
2026-06-01 00:19:30+00:00,395.46221351623535,19.30967839434743,6.5,39.4,2.0,0,-0.733732100860955,False,False,False,-1.328127568517995,False,False,0.11424514510583794
2026-06-01 00:20:00+00:00,461.1888961791992,22.51898907124996,52.9,45.3,2.0,0,0.7975240906246654,False,False,False,0.29341326688185476,False,False,0.1790166616002789
2026-06-01 00:20:30+00:00,476.1122341156006,23.24766768142581,42.2,58.6,0.03,0,1.119095838949309,False,False,False,0.6618013292041389,False,False,0.20817294013223986
2026-06-01 00:21:00+00:00,438.6146755218506,21.41673220321536,38.9,52.2,0.0,0,0.2325652668271265,False,False,False,-0.2839607748423901,False,False,0.21501535838761882
2026-06-01 00:21:30+00:00,418.2261953353882,20.42120094411075,81.6,36.6,0.0,0,-0.2504097058879743,False,False,False,-0.797390031521475,False,False,0.1824853621907112
2026-06-01 00:22:00+00:00,455.68473720550537,22.250231308862567,50.0,90.3,0.0,0,0.6421424990523321,False,False,False,0.16651059132135565,False,False,0.2163052876474006
